filename,cluster,shape_category
45795.png,2,27
60649.png,3,16
18921.png,7,1
17036.png,8,12
58528.png,5,12
78587.png,3,7
13687.png,1,0
36459.png,8,23
1060.png,7,22
25912.png,6,21
46959.png,13,18
73724.png,16,9
37126.png,8,2
13139.png,8,14
48257.png,18,23
32033.png,8,10
44659.png,8,27
64087.png,0,7
66891.png,8,7
38163.png,8,0
56047.png,8,20
30764.png,8,15
71232.png,8,4
1590.png,8,25
68628.png,8,7
59555.png,2,5
18450.png,8,11
75517.png,19,29
58826.png,8,16
36969.png,1,5
55591.png,8,15
28804.png,19,14
63714.png,8,24
21966.png,0,24
2974.png,3,26
52172.png,8,0
10215.png,8,4
2524.png,10,11
63524.png,17,0
75159.png,8,4
69104.png,6,1
20328.png,8,13
29390.png,19,25
22578.png,8,16
22830.png,1,20
55252.png,13,15
19236.png,7,1
38101.png,8,16
33277.png,8,29
58126.png,8,13
43800.png,12,19
29587.png,8,11
21374.png,14,22
3958.png,6,1
74362.png,8,9
11619.png,8,7
1079.png,8,21
71584.png,2,13
67814.png,8,6
5573.png,2,17
41750.png,11,8
31257.png,8,23
65617.png,12,9
29101.png,2,5
13171.png,2,0
78070.png,8,2
60391.png,0,4
73688.png,3,28
17259.png,8,19
72710.png,8,16
62699.png,8,25
19034.png,8,8
79329.png,0,2
19890.png,8,2
11620.png,13,21
80742.png,8,4
63007.png,1,20
35682.png,1,22
75877.png,8,5
37666.png,8,16
8710.png,16,9
32776.png,4,9
33965.png,2,17
7064.png,15,10
42499.png,0,14
69015.png,8,11
70877.png,16,11
53594.png,17,21
23711.png,8,26
20180.png,8,2
46454.png,2,17
523.png,8,19
46254.png,8,3
1562.png,16,9
23750.png,17,5
62177.png,8,26
46090.png,0,2
64469.png,8,16
1628.png,18,0
78407.png,18,11
38723.png,1,5
41904.png,3,10
61689.png,0,0
46031.png,19,24
57485.png,19,7
1732.png,15,3
26321.png,3,26
34998.png,5,3
64205.png,8,5
53348.png,0,14
29180.png,19,16
64860.png,6,9
20600.png,2,18
34716.png,3,15
52044.png,8,15
46052.png,16,6
4282.png,8,21
43299.png,8,1
75088.png,13,29
44585.png,15,23
63475.png,3,6
17568.png,2,17
24813.png,8,5
35048.png,8,7
70295.png,16,11
18184.png,8,24
4019.png,8,28
80714.png,18,25
28875.png,8,12
71706.png,1,22
175.png,2,18
37860.png,2,17
41819.png,2,17
67114.png,7,3
36839.png,18,5
63194.png,8,3
40084.png,0,15
59130.png,8,12
31790.png,17,5
11995.png,19,0
77502.png,16,5
55378.png,8,7
11867.png,3,3
62029.png,1,22
42213.png,1,24
47051.png,1,20
14188.png,8,13
12123.png,8,22
28055.png,2,14
65426.png,8,25
49562.png,8,22
40088.png,19,13
15085.png,8,14
73030.png,8,7
62131.png,8,25
6466.png,8,3
80452.png,1,22
2379.png,15,17
9387.png,8,12
33319.png,8,16
43263.png,2,17
71543.png,8,2
44471.png,3,17
77150.png,8,21
36852.png,8,8
8543.png,15,19
48294.png,8,22
28113.png,3,20
13487.png,2,13
55704.png,2,13
79664.png,5,12
4546.png,19,25
70460.png,8,5
23789.png,19,14
28860.png,17,17
6356.png,17,4
63674.png,0,27
74841.png,5,11
8899.png,3,19
50901.png,8,8
16513.png,3,6
75599.png,18,11
74999.png,9,27
73504.png,2,18
68462.png,9,3
45943.png,7,1
44521.png,5,9
73866.png,6,7
75466.png,1,28
55707.png,8,17
9171.png,8,17
22278.png,8,9
26995.png,19,27
6226.png,8,2
4098.png,14,19
48070.png,8,2
30490.png,5,11
59088.png,8,2
58648.png,8,22
20602.png,19,14
51586.png,8,29
61021.png,0,15
43581.png,8,2
9581.png,6,21
75151.png,18,23
78653.png,7,3
7084.png,15,7
63983.png,8,28
59221.png,8,5
39011.png,8,22
4309.png,8,28
54265.png,14,3
18881.png,1,7
51900.png,8,7
10700.png,2,16
21497.png,8,0
12445.png,13,11
21559.png,8,25
76160.png,19,26
40390.png,1,24
63895.png,8,1
7752.png,8,25
61601.png,8,1
38427.png,3,17
61569.png,8,25
5833.png,8,23
47569.png,8,2
7855.png,3,3
23878.png,19,18
77324.png,5,11
33188.png,8,25
63837.png,8,9
12429.png,19,25
44137.png,19,20
67350.png,8,14
52974.png,3,16
27003.png,5,29
32356.png,8,11
55986.png,18,23
2425.png,7,20
22747.png,8,10
17472.png,15,13
44755.png,19,7
11226.png,8,23
33374.png,8,18
33577.png,8,18
29846.png,8,11
47980.png,19,20
73970.png,0,0
7940.png,8,13
80756.png,7,1
64933.png,5,8
78574.png,8,21
26290.png,8,10
60383.png,8,8
2061.png,8,14
48825.png,8,4
8392.png,14,3
12598.png,7,1
76203.png,6,7
48634.png,8,8
45468.png,3,5
19838.png,0,10
40975.png,1,7
8958.png,7,20
49371.png,19,28
9954.png,8,15
50374.png,17,17
41622.png,8,12
45445.png,8,13
16637.png,18,10
64311.png,5,13
78176.png,8,8
57423.png,2,18
25156.png,7,3
66341.png,8,16
9464.png,8,10
56682.png,8,7
4847.png,8,26
39507.png,1,5
43206.png,2,17
44299.png,0,4
67346.png,2,5
1635.png,8,26
67447.png,19,20
49277.png,15,18
15025.png,19,24
43940.png,18,23
22785.png,0,2
27463.png,8,26
66864.png,8,5
43167.png,8,16
60736.png,8,13
26349.png,2,25
13791.png,8,17
37108.png,6,21
21943.png,15,10
62905.png,1,22
32643.png,8,27
69211.png,0,6
31160.png,8,4
30510.png,8,21
32450.png,3,15
71494.png,8,18
47373.png,0,14
72011.png,8,15
43261.png,8,29
51666.png,8,23
68390.png,0,0
32405.png,8,21
29197.png,5,26
10536.png,8,1
73109.png,17,5
10065.png,4,13
16222.png,9,16
36610.png,8,24
46422.png,8,8
62272.png,3,21
69626.png,2,17
34261.png,9,19
47078.png,0,26
62764.png,0,21
62973.png,8,15
56207.png,8,21
26837.png,12,16
18991.png,3,3
25884.png,0,26
62071.png,18,25
54059.png,1,22
66538.png,8,16
65878.png,13,11
6640.png,8,0
18651.png,9,3
45857.png,5,12
69040.png,14,4
32811.png,1,29
13376.png,8,19
79663.png,8,15
74340.png,8,1
800.png,0,7
2665.png,8,0
54220.png,8,19
67472.png,8,2
78938.png,1,5
25388.png,19,20
25226.png,2,18
53258.png,8,24
68833.png,1,27
68975.png,8,13
20451.png,8,1
20473.png,8,21
73074.png,12,5
7826.png,19,16
22820.png,8,12
62068.png,11,21
9618.png,8,27
5911.png,10,26
5919.png,8,29
32558.png,8,18
69974.png,8,28
33149.png,4,4
32807.png,17,27
6611.png,1,22
65137.png,1,22
20205.png,19,5
46003.png,1,28
48780.png,0,24
22485.png,1,20
42642.png,13,5
2925.png,8,8
53022.png,7,10
29727.png,8,4
78551.png,1,22
68778.png,5,23
73652.png,5,27
7332.png,8,10
3016.png,8,1
70619.png,9,29
6017.png,19,14
33827.png,2,13
59719.png,8,12
72562.png,8,3
55953.png,2,13
37008.png,14,9
22342.png,0,0
6289.png,8,10
201.png,8,17
52732.png,3,18
16720.png,18,0
14361.png,18,1
11923.png,15,1
2607.png,1,22
6470.png,8,8
60890.png,16,3
69260.png,8,17
75125.png,8,28
3127.png,9,5
27215.png,8,17
14250.png,8,6
69226.png,8,23
633.png,2,18
45321.png,8,25
72778.png,8,8
76701.png,8,10
76484.png,8,25
27087.png,19,27
75845.png,8,23
49396.png,6,21
29423.png,0,19
18636.png,14,27
52658.png,11,16
42069.png,8,1
13836.png,8,9
39153.png,8,16
57982.png,0,26
45979.png,1,28
73758.png,17,26
6553.png,6,8
74144.png,8,7
55295.png,3,2
33499.png,15,28
4210.png,8,22
63362.png,8,24
9512.png,7,22
11771.png,8,0
55413.png,8,2
76493.png,8,17
55788.png,16,8
19295.png,8,25
33929.png,2,17
58948.png,1,24
44044.png,1,28
46522.png,0,2
4516.png,8,11
73464.png,2,17
62990.png,11,13
75245.png,2,18
13631.png,8,3
74207.png,3,5
79903.png,8,13
56540.png,8,0
11577.png,8,2
70842.png,8,9
21353.png,8,12
38457.png,15,20
71309.png,18,12
6876.png,15,20
6372.png,8,16
69020.png,5,27
21944.png,8,15
2530.png,8,9
51504.png,5,28
39919.png,8,20
27886.png,3,3
55969.png,8,23
71512.png,0,2
15155.png,8,2
2879.png,7,27
30499.png,7,3
74742.png,8,11
78860.png,0,6
9510.png,5,18
47628.png,8,27
63175.png,3,13
74429.png,3,15
63356.png,17,13
47898.png,15,6
63160.png,8,14
74463.png,1,0
56496.png,3,15
41673.png,8,16
77254.png,4,10
76222.png,18,10
14120.png,8,4
46656.png,5,11
7933.png,15,13
30031.png,1,5
35670.png,19,5
4406.png,8,28
23138.png,19,10
57792.png,5,12
23921.png,8,21
12286.png,2,17
19842.png,13,16
9159.png,8,16
31654.png,1,28
26344.png,1,22
54785.png,8,15
9316.png,18,11
74857.png,9,4
39770.png,14,7
60349.png,8,4
48099.png,8,1
42346.png,11,17
64847.png,0,14
36562.png,8,24
22703.png,6,1
56983.png,8,16
40558.png,8,17
74654.png,8,1
277.png,19,18
26854.png,9,4
1178.png,9,3
4434.png,11,21
24952.png,6,9
47098.png,0,15
3232.png,13,11
52053.png,8,13
38390.png,15,23
27262.png,8,25
74004.png,6,21
24073.png,18,0
50636.png,8,5
69345.png,5,12
70771.png,8,17
53078.png,8,23
62106.png,3,28
70279.png,8,3
4290.png,8,25
27645.png,8,21
5908.png,8,22
21988.png,5,11
47343.png,12,11
71633.png,11,4
65468.png,8,27
73566.png,8,29
64246.png,18,23
65635.png,8,25
3809.png,5,24
38154.png,8,14
70847.png,8,7
30812.png,3,4
14589.png,8,16
35560.png,2,5
43214.png,8,11
696.png,8,26
50882.png,18,10
19693.png,18,18
75951.png,8,22
39238.png,8,22
16355.png,16,9
33777.png,6,1
70315.png,8,5
25387.png,19,20
71585.png,0,5
39992.png,13,21
68041.png,8,28
19172.png,18,6
13647.png,3,22
73721.png,8,1
9030.png,13,28
17084.png,8,19
44469.png,8,15
8303.png,1,20
47689.png,8,11
62934.png,1,22
47110.png,0,15
9454.png,1,14
10267.png,0,2
48408.png,2,18
24796.png,19,0
11042.png,2,17
40034.png,1,10
30591.png,18,10
41567.png,11,8
61299.png,8,8
56210.png,19,20
36565.png,1,22
16046.png,11,9
4430.png,12,17
35433.png,8,18
22780.png,15,28
73980.png,3,3
79800.png,8,14
66588.png,4,5
50251.png,7,22
8046.png,0,15
48650.png,1,5
67661.png,8,7
7204.png,6,1
61763.png,5,28
44490.png,0,28
33164.png,8,10
26038.png,8,11
43967.png,5,21
43487.png,8,3
50602.png,2,18
12919.png,10,26
7628.png,19,18
75799.png,2,5
66960.png,8,15
18959.png,8,1
39185.png,8,20
20785.png,8,19
26286.png,8,12
36693.png,8,19
4225.png,6,21
29551.png,0,8
6740.png,15,24
61775.png,8,16
19338.png,8,8
17247.png,8,27
77038.png,1,5
14021.png,8,3
33263.png,8,29
5118.png,8,9
75656.png,16,1
20373.png,8,14
57912.png,9,19
70204.png,8,7
68827.png,18,23
64244.png,8,27
67430.png,5,29
12818.png,8,25
55338.png,17,8
74747.png,8,8
79218.png,3,18
28959.png,17,0
49827.png,19,11
12879.png,4,4
28752.png,19,7
37450.png,4,7
60261.png,0,6
63110.png,19,9
10433.png,18,23
26600.png,0,7
14037.png,13,5
63844.png,13,27
33498.png,3,26
8588.png,19,5
25822.png,13,21
74023.png,8,13
7593.png,18,3
15697.png,15,16
59706.png,19,15
59205.png,19,25
38016.png,8,13
66752.png,11,12
45990.png,8,5
53415.png,8,16
54655.png,19,14
1548.png,8,25
27144.png,2,5
3500.png,8,10
36101.png,8,13
56172.png,1,22
55668.png,18,7
58091.png,16,8
41749.png,8,3
42628.png,1,22
63777.png,8,23
9671.png,7,2
62032.png,8,4
49393.png,3,14
20059.png,15,5
80316.png,4,5
2562.png,8,9
43375.png,0,6
62096.png,8,1
73343.png,8,14
28417.png,8,8
45789.png,8,7
28250.png,3,26
31911.png,8,1
57457.png,1,28
44924.png,12,3
9841.png,15,10
76722.png,11,21
46344.png,0,27
58979.png,6,3
41617.png,8,15
52742.png,8,5
56606.png,8,23
7771.png,8,28
30636.png,8,3
39723.png,8,18
50829.png,16,11
78892.png,8,7
21380.png,1,28
1043.png,8,28
63360.png,0,27
53194.png,8,15
42637.png,18,23
65578.png,8,8
30579.png,6,21
71158.png,5,22
15782.png,0,28
60915.png,15,17
58915.png,8,7
28029.png,3,26
62855.png,18,0
10541.png,8,27
14591.png,0,15
73844.png,8,16
20885.png,8,16
18392.png,19,10
10492.png,8,5
36468.png,1,10
54383.png,5,15
71674.png,17,18
53245.png,2,20
30718.png,1,24
70133.png,8,6
15117.png,6,21
18333.png,17,18
24567.png,6,1
37159.png,8,17
23807.png,2,13
34818.png,8,13
20441.png,2,20
6239.png,8,8
720.png,8,26
34059.png,8,8
15153.png,0,15
1430.png,8,10
48399.png,18,0
52750.png,8,21
32598.png,19,25
22090.png,1,24
71768.png,8,11
69806.png,8,2
79568.png,0,2
54429.png,9,4
59267.png,8,25
37941.png,2,5
29854.png,8,12
52493.png,7,1
20089.png,8,12
62055.png,1,22
73832.png,17,27
49818.png,17,21
27205.png,18,24
14131.png,8,22
41075.png,8,21
32794.png,8,11
49651.png,8,2
28014.png,8,12
64323.png,4,21
38909.png,3,26
48356.png,1,22
5361.png,18,23
5174.png,0,0
73761.png,0,2
76780.png,8,14
27208.png,9,28
18982.png,15,15
33623.png,0,26
14125.png,16,9
67626.png,18,24
65018.png,8,18
55996.png,3,26
70612.png,8,11
72877.png,1,18
72204.png,12,17
39233.png,6,9
70210.png,8,21
8989.png,8,0
55507.png,0,19
65290.png,6,20
55503.png,1,20
38319.png,8,16
23749.png,19,26
20977.png,3,12
70126.png,8,4
11736.png,15,12
78932.png,3,15
11724.png,4,24
55375.png,8,2
37371.png,3,5
21173.png,6,1
17461.png,8,12
47606.png,5,28
17081.png,0,24
58515.png,8,10
79435.png,8,27
42015.png,9,11
44484.png,8,22
9015.png,8,11
56787.png,8,17
76568.png,8,5
4707.png,8,29
41359.png,8,3
34691.png,8,5
75752.png,11,17
11440.png,8,23
52061.png,2,13
41499.png,2,18
27823.png,8,21
43987.png,0,12
14962.png,8,13
52067.png,8,11
62994.png,15,29
63412.png,0,2
61057.png,8,6
69375.png,6,16
13334.png,16,12
55066.png,15,23
67245.png,8,8
38322.png,5,27
77367.png,2,18
32269.png,1,28
68241.png,19,21
4489.png,11,8
55879.png,8,27
4180.png,19,24
2202.png,18,0
15274.png,8,1
21319.png,10,27
9440.png,2,17
57643.png,18,6
34483.png,8,7
67780.png,14,27
2364.png,8,1
51380.png,8,4
28007.png,1,22
47495.png,8,16
80673.png,19,5
7951.png,8,5
67344.png,2,17
71300.png,18,23
50548.png,8,3
25862.png,8,6
38055.png,8,21
1139.png,19,24
14757.png,0,27
6426.png,15,18
14400.png,1,14
8086.png,8,13
76046.png,4,5
31949.png,8,7
24603.png,8,24
6236.png,5,11
32777.png,8,9
4262.png,8,14
77629.png,2,25
48591.png,8,29
53617.png,8,14
30040.png,3,7
80769.png,8,15
34689.png,7,1
75822.png,8,6
66929.png,19,28
42716.png,8,4
48316.png,8,15
34879.png,0,19
928.png,8,6
3572.png,8,2
14196.png,8,13
3905.png,8,25
51641.png,3,2
21314.png,19,28
39533.png,8,6
5653.png,15,27
41180.png,0,6
9817.png,3,4
68712.png,18,23
41734.png,19,16
13358.png,8,8
21878.png,8,25
48535.png,5,11
58941.png,17,17
217.png,8,4
63937.png,8,11
16108.png,8,10
47888.png,8,28
59419.png,8,15
30059.png,8,6
59707.png,8,4
30705.png,8,20
30136.png,2,18
62235.png,1,5
78149.png,0,15
53871.png,19,24
29087.png,1,20
20271.png,8,16
44844.png,8,22
11382.png,19,21
33493.png,8,21
74231.png,1,2
66325.png,14,9
74646.png,8,6
54519.png,15,2
31606.png,3,3
59122.png,5,24
41104.png,12,1
32134.png,11,5
67530.png,8,7
16018.png,8,0
54149.png,7,22
36789.png,0,14
36316.png,19,13
41522.png,8,14
67710.png,8,9
50131.png,8,4
59574.png,8,13
55049.png,8,2
23646.png,3,22
80478.png,8,21
65507.png,8,22
6978.png,8,14
10109.png,18,23
76506.png,8,4
18712.png,8,21
80537.png,8,1
26098.png,8,19
15126.png,5,4
75203.png,17,8
23247.png,8,10
373.png,8,23
42111.png,8,11
69545.png,8,17
31761.png,3,1
63028.png,8,5
19100.png,8,20
34652.png,8,13
40248.png,19,19
24627.png,3,3
52878.png,5,13
23529.png,11,23
38366.png,5,4
26102.png,8,23
45158.png,1,22
40348.png,1,20
52782.png,8,29
12086.png,8,12
58061.png,8,12
68496.png,2,5
79405.png,5,18
58737.png,5,16
52662.png,8,27
2407.png,19,17
36013.png,1,20
56185.png,8,28
63427.png,0,2
18483.png,2,6
78681.png,13,21
44240.png,8,6
67937.png,19,4
77361.png,5,1
44453.png,8,1
12357.png,8,12
6644.png,2,17
60784.png,10,6
40164.png,14,8
36798.png,2,17
11711.png,0,6
24972.png,1,22
60764.png,18,3
71681.png,8,4
32204.png,8,4
10238.png,12,19
67915.png,11,26
39180.png,16,22
30746.png,19,24
11135.png,8,2
37825.png,8,25
2982.png,15,16
70551.png,8,5
68171.png,12,27
14308.png,2,18
48624.png,8,1
17372.png,8,14
36082.png,8,9
31982.png,8,13
49902.png,8,25
10513.png,8,2
6963.png,17,16
46918.png,8,9
77947.png,8,25
48355.png,10,8
48478.png,1,22
23991.png,8,8
53891.png,8,11
10797.png,6,21
10449.png,8,1
45118.png,8,13
61326.png,8,3
4266.png,8,4
24142.png,1,28
27815.png,8,6
3773.png,11,4
6406.png,8,7
46495.png,1,20
32067.png,5,6
47053.png,8,4
61501.png,0,19
25291.png,8,16
63918.png,0,5
76286.png,6,21
12458.png,14,11
22532.png,8,28
1709.png,19,25
72547.png,8,0
2361.png,8,5
8567.png,19,20
27414.png,2,18
38432.png,9,4
28231.png,18,23
22433.png,8,13
39725.png,5,12
16818.png,4,19
14770.png,19,25
4368.png,1,20
63071.png,1,27
17925.png,2,5
26774.png,15,22
58723.png,8,14
50837.png,2,13
73293.png,18,0
44060.png,0,2
43349.png,10,5
34531.png,18,3
43014.png,19,8
28424.png,1,5
80039.png,8,15
24506.png,13,21
9064.png,8,23
23364.png,6,1
75558.png,7,12
77403.png,3,3
4669.png,8,2
4466.png,8,8
72161.png,11,16
69398.png,8,4
14998.png,1,28
18889.png,3,3
21310.png,8,21
39003.png,0,24
53010.png,15,24
1209.png,19,14
15764.png,2,7
3005.png,8,26
74595.png,8,18
30014.png,19,25
53946.png,0,14
29632.png,8,5
60672.png,17,7
15012.png,0,0
18197.png,2,17
52725.png,8,5
45962.png,8,25
69282.png,2,23
5860.png,3,13
32159.png,8,21
49201.png,8,7
34461.png,14,3
17200.png,8,0
40416.png,8,13
3762.png,1,22
18375.png,12,7
25395.png,3,1
6715.png,8,23
26029.png,0,2
60306.png,19,5
64308.png,0,7
2461.png,1,20
69856.png,16,15
34986.png,8,7
39739.png,8,25
34583.png,1,28
65511.png,6,26
68401.png,8,7
965.png,8,5
53979.png,15,7
17989.png,11,8
17089.png,10,17
9872.png,9,24
42422.png,5,18
23186.png,2,27
22983.png,19,18
21974.png,8,4
26352.png,1,20
71947.png,19,21
36575.png,8,26
32145.png,8,25
66444.png,4,15
69803.png,2,13
35125.png,8,3
64326.png,2,5
45820.png,18,23
56630.png,18,23
26755.png,18,23
52920.png,8,12
20587.png,8,26
59379.png,8,2
68593.png,1,24
77085.png,8,4
7392.png,8,17
52408.png,4,3
75246.png,11,21
72420.png,12,9
74523.png,8,9
17492.png,14,28
68811.png,8,19
31601.png,18,23
49744.png,6,12
8796.png,9,21
46919.png,7,7
74471.png,1,22
4447.png,1,20
10378.png,8,11
33492.png,0,18
36893.png,8,14
21176.png,2,10
19257.png,9,4
10146.png,6,26
70414.png,8,7
72676.png,3,19
4199.png,3,13
45798.png,1,6
34132.png,8,21
50079.png,8,3
75735.png,1,20
57691.png,2,17
57870.png,6,1
42955.png,8,24
53420.png,2,13
67360.png,8,29
14949.png,8,11
8014.png,15,13
58114.png,14,9
23808.png,1,13
62979.png,5,10
62663.png,19,27
69299.png,3,11
26546.png,6,1
4659.png,8,5
29865.png,8,19
77824.png,18,11
30320.png,8,17
23355.png,16,9
1483.png,8,16
12208.png,8,14
78708.png,0,6
31294.png,2,13
69604.png,14,8
48074.png,2,17
34298.png,1,20
126.png,2,10
54129.png,15,3
11427.png,16,3
71630.png,8,26
64879.png,8,14
15915.png,8,27
19740.png,8,18
30115.png,8,4
71434.png,8,19
35072.png,3,19
42977.png,8,29
30427.png,8,9
29237.png,2,18
73080.png,8,10
60232.png,8,17
43494.png,19,25
22038.png,0,2
11182.png,8,9
6496.png,8,5
78787.png,11,8
2154.png,8,20
63954.png,0,5
56687.png,8,12
69248.png,2,0
28090.png,8,4
43440.png,8,27
51302.png,8,23
18260.png,8,14
48097.png,8,25
68896.png,5,11
61165.png,19,5
25028.png,8,2
44586.png,17,17
17164.png,8,21
41838.png,8,2
2931.png,19,5
74494.png,13,27
53166.png,8,1
55234.png,8,24
47079.png,8,1
57636.png,7,3
21436.png,2,25
31693.png,17,18
37478.png,8,13
47997.png,2,25
2271.png,9,7
3565.png,8,11
6931.png,17,17
10509.png,18,0
66685.png,8,11
44943.png,18,23
61046.png,8,7
27346.png,8,2
6828.png,6,24
51660.png,8,19
76751.png,8,22
50532.png,18,10
48664.png,6,21
67012.png,17,17
49115.png,5,22
19595.png,8,1
16317.png,8,20
59249.png,8,5
4875.png,2,0
16440.png,1,27
69227.png,0,18
53671.png,19,15
8825.png,8,23
39500.png,18,23
20427.png,8,14
39215.png,8,29
39790.png,8,10
48988.png,8,2
65190.png,8,27
31030.png,3,3
58968.png,8,18
55518.png,7,1
47112.png,0,15
77044.png,12,15
54678.png,8,23
53224.png,8,26
37517.png,8,11
79172.png,8,9
45813.png,6,9
4558.png,8,0
74275.png,1,12
66181.png,8,16
17544.png,19,25
55867.png,8,13
27510.png,8,9
34990.png,1,28
27763.png,8,6
6603.png,8,22
48282.png,8,10
45818.png,2,24
76709.png,8,13
77485.png,8,2
6313.png,8,3
69218.png,8,4
35838.png,8,13
73174.png,0,4
64665.png,13,26
46390.png,5,16
16809.png,9,12
36238.png,13,8
17455.png,8,16
38995.png,8,16
10875.png,15,28
62159.png,8,7
61619.png,18,7
74642.png,19,7
1.png,0,27
18281.png,8,10
58263.png,18,7
162.png,8,19
51310.png,15,13
18145.png,1,14
22655.png,2,5
24588.png,8,2
24253.png,8,23
16012.png,8,20
66308.png,8,5
62849.png,18,23
15265.png,0,2
32534.png,8,21
39626.png,8,21
50069.png,8,7
23242.png,17,14
41984.png,16,11
52455.png,17,21
17575.png,8,23
74058.png,1,20
2133.png,17,21
44372.png,0,12
44613.png,8,17
59857.png,0,15
1691.png,19,7
19978.png,8,21
49863.png,8,25
19339.png,8,5
5240.png,2,18
23733.png,15,18
71247.png,19,20
22889.png,2,17
53499.png,2,17
78973.png,8,27
11604.png,8,25
66491.png,8,13
4595.png,8,9
79407.png,8,21
25949.png,8,9
14447.png,1,22
63298.png,16,3
36215.png,1,22
71545.png,8,4
64682.png,8,24
19169.png,8,2
53253.png,8,21
52123.png,3,9
77690.png,3,26
1541.png,1,20
24934.png,8,18
33516.png,8,25
67508.png,3,26
18323.png,1,28
50184.png,8,14
53377.png,17,18
78253.png,8,24
8686.png,8,8
173.png,8,22
77992.png,1,22
26296.png,8,5
73459.png,8,12
5639.png,8,18
40156.png,0,21
74462.png,8,13
35445.png,8,26
66231.png,18,14
72340.png,0,2
66213.png,8,29
44638.png,13,20
76694.png,16,3
24832.png,0,6
11746.png,3,16
46072.png,8,22
3758.png,6,1
63077.png,5,19
22188.png,11,23
8156.png,8,29
23862.png,1,28
64671.png,9,3
55970.png,8,10
34966.png,17,17
1072.png,8,9
19821.png,8,7
63514.png,3,5
32945.png,2,18
50878.png,8,19
26377.png,6,8
66451.png,4,15
48662.png,19,18
66649.png,14,6
74488.png,8,18
59426.png,8,16
66722.png,2,17
62070.png,9,5
76791.png,8,10
55912.png,8,29
79339.png,0,12
27478.png,19,15
18013.png,8,11
78722.png,8,7
27033.png,16,9
237.png,4,26
65832.png,8,4
12611.png,0,2
50304.png,3,3
16474.png,8,2
67663.png,8,21
10915.png,2,10
55726.png,17,21
46548.png,0,2
32527.png,3,27
66630.png,1,22
60189.png,2,29
53273.png,3,6
23337.png,19,27
6753.png,3,26
57381.png,8,22
60038.png,8,6
49925.png,19,25
24859.png,3,5
41842.png,1,22
55957.png,8,13
18379.png,16,11
20370.png,8,4
72646.png,1,20
10730.png,9,26
34408.png,8,7
4790.png,1,20
24472.png,8,19
55012.png,6,1
13483.png,1,24
59764.png,2,18
48063.png,8,18
4277.png,8,17
1056.png,1,5
27401.png,17,13
34952.png,8,2
539.png,8,23
25564.png,19,9
980.png,0,3
76941.png,19,28
21826.png,0,7
15019.png,8,24
27183.png,11,23
6805.png,12,9
55760.png,18,23
54228.png,8,22
12029.png,8,26
10734.png,15,13
1195.png,6,21
60807.png,1,22
35098.png,8,24
36507.png,18,23
18210.png,15,29
54060.png,17,17
21845.png,8,20
66707.png,0,14
63820.png,8,24
13127.png,1,22
22656.png,2,5
25369.png,8,17
27576.png,18,29
63277.png,3,7
42486.png,18,23
29042.png,19,18
2975.png,8,18
58522.png,0,27
58406.png,7,1
1442.png,3,12
57988.png,1,5
24001.png,17,21
70807.png,1,27
19795.png,15,25
61697.png,1,27
60347.png,8,5
12373.png,8,22
16884.png,8,1
44715.png,11,22
59929.png,8,10
76385.png,0,2
56851.png,8,9
15105.png,8,13
16081.png,4,21
23467.png,8,16
4876.png,2,17
23800.png,6,12
32099.png,1,25
42749.png,19,24
16901.png,8,1
28536.png,8,16
34771.png,19,10
73240.png,0,2
14038.png,3,21
4646.png,16,9
37433.png,16,19
4887.png,8,10
69323.png,8,22
23609.png,8,10
19252.png,8,11
23858.png,8,23
55481.png,8,26
79643.png,6,1
22524.png,15,19
45713.png,18,28
34356.png,12,17
45975.png,8,29
58760.png,0,2
78026.png,8,10
20828.png,3,4
63709.png,2,14
19104.png,8,11
1744.png,8,24
62752.png,18,1
15031.png,1,20
31750.png,18,23
71540.png,8,0
76310.png,8,3
55364.png,7,5
69726.png,1,5
32333.png,8,16
65110.png,8,19
27729.png,19,28
19755.png,8,16
33653.png,8,29
44050.png,8,2
24046.png,18,24
36530.png,8,14
79665.png,3,26
68467.png,8,6
58834.png,8,26
30537.png,8,7
4642.png,2,18
14555.png,8,6
31740.png,0,6
52307.png,8,29
45561.png,18,23
34789.png,4,27
59992.png,8,18
74945.png,8,27
45125.png,8,22
56004.png,19,14
9009.png,8,14
